compactness,circularity,entropy,energy,eccentricity,homogeneity,correlation,target
15.454655791862704,0.8131122933825358,0.10887332119908469,0.9801611453614844,0.5299153643248327,0.9822747663864644,0.9611442283950333,healthy_pepper_mint
17.8595454429505,0.7036220857076381,0.04465434613473634,0.992452805121559,0.8850043635468302,0.9932057835600996,0.9678213324619757,healthy_pepper_mint
15.474993302297916,0.812043686797148,0.17171244422520032,0.9688303346891981,0.7589666113812734,0.9715628899867698,0.9724241982604396,healthy_pepper_mint
17.040380789916085,0.7374465846323998,0.08006354839203858,0.9856062939589983,0.8424359564731876,0.9866548244828608,0.9516218562977443,healthy_pepper_mint
16.96672617304644,0.7406479297297949,0.09217305220862868,0.9825835911557366,0.8385988905149877,0.9862159074544418,0.9872079685572013,healthy_pepper_mint
15.420634910612568,0.8149061752127291,0.07060987489930459,0.9872078212056735,0.6464417078452035,0.9889406491800088,0.9603891924704698,healthy_pepper_mint
15.571980372516622,0.8069860296342187,0.0397735158509813,0.9930533817454158,0.8294300422516483,0.993715242314756,0.9767993919206159,healthy_pepper_mint
17.480117163239484,0.71889510218994,0.13545876135828797,0.9748961122888018,0.8808673223185519,0.9768107693784314,0.9603600367834305,healthy_pepper_mint
15.928330568393159,0.7889320579078652,0.06191153345174,0.98850909408979,0.7152911639296806,0.9901716360142243,0.9618601669201865,healthy_pepper_mint
17.521333349180384,0.7172040143250288,0.16692060680868756,0.9695110124278026,0.7943731503950726,0.9730682080587608,0.9785486698156332,healthy_pepper_mint
18.038069202686525,0.6966582993532136,0.10298703439790814,0.9822431017522762,0.9150659097689655,0.9845254340259173,0.986383874834803,healthy_pepper_mint
15.712928160831204,0.7997472199792975,0.11497924419512953,0.9792202080010508,0.7615360731748253,0.9811452349376876,0.9729388359507137,healthy_pepper_mint
15.016075961920063,0.8368611510907904,0.04906491417381909,0.9914718710465198,0.6026419808856311,0.9921119730271273,0.9358305157733182,healthy_pepper_mint
18.345104643001196,0.6849985791252133,0.05835246216380288,0.9895900845682517,0.8593892915102375,0.9901271724956395,0.9349129473344182,healthy_chocolate_mint
18.20189780932981,0.6903879334998785,0.07387793921171468,0.9865271662236474,0.8766821138093197,0.9871027269587963,0.9392117022495713,healthy_chocolate_mint
13.918176138027835,0.9028748084330387,0.05055769730723219,0.990350849611254,0.625992657171241,0.9913187075912622,0.9669272160413711,healthy_chocolate_mint
17.24168547080247,0.7288365534587323,0.05513561111619738,0.9897302483423533,0.5850181671906297,0.990625078718444,0.961130635614546,healthy_chocolate_mint
14.616475269749529,0.8597401481851591,0.04320653243819109,0.9918722744835698,0.6473954423151912,0.992535737866984,0.9521557191130825,healthy_chocolate_mint
14.061166461220111,0.893693325444692,0.03030756198884469,0.994094415017252,0.7521789343415827,0.9951717466910837,0.7710869280445907,healthy_chocolate_mint
15.298016320576039,0.8214379139769404,0.029312560718299865,0.9949151510412769,0.7013320697491638,0.9952769281110072,0.9083428337173033,healthy_chocolate_mint
17.596825387385937,0.7141271415562954,0.021887766240916734,0.9962964684206426,0.9223800805780074,0.9964817184513165,0.8866339183012691,healthy_chocolate_mint
13.567174272247408,0.9262334486308288,0.024582147302309183,0.9957159145206915,0.6402422980160609,0.9959741773780777,0.9133242563938747,healthy_chocolate_mint
